date;2015;2016;2017;2018;2019;2020;2021
01.12.2020;;;;16;17;19;
02.12.2020;;;;18;9;29;
03.12.2020;;;;15;18;34;
04.12.2020;;;;18;16;20;
05.12.2020;;;;14;16;27;
06.12.2020;;;;22;15;28;
07.12.2020;;;;17;11;15;
08.12.2020;;;;18;13;32;
09.12.2020;;;;10;14;22;
10.12.2020;;;;10;18;40;
11.12.2020;;;;16;17;26;
12.12.2020;;;;8;18;16;
13.12.2020;;;;14;23;27;
14.12.2020;;;;12;13;34;
15.12.2020;;;;17;8;34;
16.12.2020;;;;12;16;27;
17.12.2020;;;;13;13;27;
18.12.2020;;;;13;11;29;
19.12.2020;;;;13;17;25;
20.12.2020;;;;22;14;20;
21.12.2020;;;;15;17;29;
22.12.2020;;;;15;10;24;
23.12.2020;;;;11;10;27;
24.12.2020;;;;20;13;24;
25.12.2020;;;;14;16;22;
26.12.2020;;;;18;13;27;
27.12.2020;;;;20;22;22;
28.12.2020;;;;20;15;29;
29.12.2020;;;;17;21;26;
30.12.2020;;;;15;16;16;16
31.12.2020;;;;11;27;19;19
