Date;2015;2016;2017;2018;2019;2020;2021
07.10.2020;;;;;15;25;
08.10.2020;;;;;14;21;
09.10.2020;;;;;22;24;
10.10.2020;;;;;14;8;
11.10.2020;;;;;13;19;
12.10.2020;;;;;11;20;
13.10.2020;;;;;10;25;
14.10.2020;;;;;12;27;
15.10.2020;;;;;20;21;
16.10.2020;;;;;17;17;
17.10.2020;;;;;18;25;
18.10.2020;;;;;16;24;
19.10.2020;;;;;12;23;
20.10.2020;;;;;25;15;
21.10.2020;;;;;26;20;
22.10.2020;;;;;20;22;
23.10.2020;;;;;19;12;
24.10.2020;;;;;22;22;
25.10.2020;;;;;9;20;
26.10.2020;;;;;18;21;
27.10.2020;;;;;20;27;
28.10.2020;;;;;11;25;
29.10.2020;;;;;23;25;
30.10.2020;;;;;21;26;
31.10.2020;;;;;21;29;
01.11.2020;;;;;22;19;
02.11.2020;;;;;22;19;
03.11.2020;;;;;22;37;
04.11.2020;;;;;13;28;
05.11.2020;;;;;17;27;
06.11.2020;;;;;14;21;
07.11.2020;;;;;20;20;
08.11.2020;;;;;12;30;
09.11.2020;;;;;11;27;
10.11.2020;;;;;17;33;
11.11.2020;;;;;18;31;
12.11.2020;;;;;17;28;
13.11.2020;;;;;24;28;
14.11.2020;;;;;15;26;
15.11.2020;;;;;23;39;
16.11.2020;;;;;14;25;
17.11.2020;;;;;20;33;
18.11.2020;;;;;13;29;
19.11.2020;;;;;18;33;
20.11.2020;;;;;16;28;
21.11.2020;;;;;21;45;
22.11.2020;;;;;21;44;
23.11.2020;;;;;17;51;
24.11.2020;;;;;13;47;
25.11.2020;;;;;23;40;
26.11.2020;;;;;22;39;
27.11.2020;;;;;21;50;
28.11.2020;;;;;16;41;
29.11.2020;;;;;16;43;
30.11.2020;;;;;22;32;
01.12.2020;;;;;22;47;
02.12.2020;;;;;18;43;
03.12.2020;;;;;20;36;
04.12.2020;;;;;20;46;
05.12.2020;;;;;19;40;
06.12.2020;;;;;18;36;
07.12.2020;;;;;22;42;
08.12.2020;;;;;18;48;
09.12.2020;;;;;13;39;
10.12.2020;;;;;17;33;
11.12.2020;;;;;16;36;
12.12.2020;;;;;23;32;
13.12.2020;;;;;14;35;
14.12.2020;;;;;22;39;
15.12.2020;;;;;21;36;
16.12.2020;;;;;17;37;
17.12.2020;;;;;19;42;
18.12.2020;;;;;19;30;
19.12.2020;;;;;21;20;
20.12.2020;;;;;22;34;
21.12.2020;;;;;13;36;
22.12.2020;;;;;21;26;
23.12.2020;;;;;23;30;
24.12.2020;;;;;15;30;
25.12.2020;;;;;13;37;
26.12.2020;;;;;25;27;
27.12.2020;;;;;17;25;
28.12.2020;;;;;13;31;
29.12.2020;;;;;17;24;
30.12.2020;;;;;18;18;18
31.12.2020;;;;;18;24;24
01.01.2021;;;;;30;21;18
02.01.2021;;;;;29;21;19
03.01.2021;;;;;20;21;12
04.01.2021;;;;;20;28;21
05.01.2021;;;;;22;20;23
06.01.2021;;;;;16;20;37
07.01.2021;;;;;28;32;20
08.01.2021;;;;;27;22;23
09.01.2021;;;;;28;27;15
10.01.2021;;;;;28;26;20
11.01.2021;;;;;29;25;22
12.01.2021;;;;;21;25;36
13.01.2021;;;;;25;27;28
14.01.2021;;;;;20;21;20
15.01.2021;;;;;28;25;12
16.01.2021;;;;;18;37;15
17.01.2021;;;;;38;29;15
18.01.2021;;;;;19;20;21
19.01.2021;;;;;29;24;24
20.01.2021;;;;;26;29;24
21.01.2021;;;;;39;20;14
22.01.2021;;;;;35;24;23
23.01.2021;;;;;30;25;22
24.01.2021;;;;;28;20;29
25.01.2021;;;;;37;26;24
26.01.2021;;;;;35;18;25
27.01.2021;;;;;24;29;24
28.01.2021;;;;;23;14;14
29.01.2021;;;;;19;29;33
30.01.2021;;;;;28;21;18
31.01.2021;;;;;27;30;25
01.02.2021;;;;;22;20;21
02.02.2021;;;;;30;20;17
03.02.2021;;;;;26;19;30
04.02.2021;;;;;18;26;21
05.02.2021;;;;;30;22;11
06.02.2021;;;;;24;20;18
07.02.2021;;;;;22;16;19
08.02.2021;;;;;29;21;17
09.02.2021;;;;;18;22;24
10.02.2021;;;;;24;19;18
11.02.2021;;;;;13;14;20
12.02.2021;;;;;26;17;18
13.02.2021;;;;;18;19;18
14.02.2021;;;;;17;20;23
15.02.2021;;;;;17;22;28
16.02.2021;;;;;24;11;31
17.02.2021;;;;;30;20;23
18.02.2021;;;;;24;12;18
19.02.2021;;;;;24;19;23
20.02.2021;;;;;17;25;21
21.02.2021;;;;;23;21;19
22.02.2021;;;;;16;11;28
23.02.2021;;;;;18;23;23
24.02.2021;;;;;16;26;26
25.02.2021;;;;;20;9;11
26.02.2021;;;;;17;21;19
27.02.2021;;;;;24;18;23
28.02.2021;;;;;23;18;18
01.03.2021;;;;;;19;25
02.03.2021;;;;;11;22;18
03.03.2021;;;;;20;25;18
04.03.2021;;;;;20;26;25
05.03.2021;;;;;26;16;24
06.03.2021;;;;;27;14;18
07.03.2021;;;;;17;15;21
08.03.2021;;;;;22;21;17
09.03.2021;;;;;16;19;12
10.03.2021;;;;;21;18;25
11.03.2021;;;;;12;14;23
12.03.2021;;;;;19;22;16
13.03.2021;;;;;15;15;16
14.03.2021;;;;;17;22;28
15.03.2021;;;;;11;19;14
16.03.2021;;;;;18;30;19
17.03.2021;;;;;18;26;22
18.03.2021;;;;;15;15;16
19.03.2021;;;;;22;16;19
20.03.2021;;;;;24;26;23
21.03.2021;;;;;14;15;20
22.03.2021;;;;;13;18;25
23.03.2021;;;;;26;19;19
24.03.2021;;;;;16;26;28
25.03.2021;;;;;21;28;26
26.03.2021;;;;;20;34;25
27.03.2021;;;;;26;19;21
28.03.2021;;;;;23;20;20
29.03.2021;;;;;14;25;20
30.03.2021;;;;;20;26;25
31.03.2021;;;;;21;22;23
01.04.2021;;;;;22;34;26
02.04.2021;;;;;13;17;20
03.04.2021;;;;;24;21;13
04.04.2021;;;;;16;28;26
05.04.2021;;;;;13;26;26
06.04.2021;;;;;18;24;30
07.04.2021;;;;;18;16;26
08.04.2021;;;;;18;18;26
09.04.2021;;;;;18;17;26
10.04.2021;;;;;16;28;16
11.04.2021;;;;;16;16;25
12.04.2021;;;;;23;25;28
13.04.2021;;;;;19;16;31
14.04.2021;;;;;19;12;27
15.04.2021;;;;;27;27;29
16.04.2021;;;;;18;19;23
17.04.2021;;;;;22;21;25
18.04.2021;;;;;22;21;24
19.04.2021;;;;;23;16;33
20.04.2021;;;;;16;13;27
21.04.2021;;;;;30;24;36
22.04.2021;;;;;16;24;36
23.04.2021;;;;;11;15;29
24.04.2021;;;;;18;19;25
25.04.2021;;;;;18;17;27
26.04.2021;;;;;24;21;25
27.04.2021;;;;;14;20;26
28.04.2021;;;;;21;24;38
29.04.2021;;;;;27;15;37
30.04.2021;;;;;20;19;30
01.05.2021;;;;;17;17;36
02.05.2021;;;;;16;8;25
03.05.2021;;;;;23;25;37
04.05.2021;;;;;16;18;34
05.05.2021;;;;;11;23;39
06.05.2021;;;;;18;21;29
07.05.2021;;;;;21;20;24
08.05.2021;;;;;16;20;31
09.05.2021;;;;;22;18;25
10.05.2021;;;;;10;23;17
11.05.2021;;;;;24;9;21
12.05.2021;;;;;19;9;19
13.05.2021;;;;;13;19;25
14.05.2021;;;;;22;21;31
15.05.2021;;;;;13;18;28
16.05.2021;;;;;17;15;28
17.05.2021;;;;;12;19;25
18.05.2021;;;;;14;18;20
19.05.2021;;;;;17;21;25
20.05.2021;;;;;14;18;25
21.05.2021;;;;;17;13;30
22.05.2021;;;;;18;16;21
23.05.2021;;;;;17;22;26
24.05.2021;;;;;11;15;21
25.05.2021;;;;;19;23;14
26.05.2021;;;;;15;19;24
27.05.2021;;;;;13;17;26
28.05.2021;;;;;22;34;16
29.05.2021;;;;;14;18;19
30.05.2021;;;;;10;16;17
31.05.2021;;;;;24;20;19
01.06.2021;;;;;19;17;12
02.06.2021;;;;;13;13;28
03.06.2021;;;;;21;19;19
04.06.2021;;;;;19;16;27
05.06.2021;;;;;18;16;14
06.06.2021;;;;;18;16;24
07.06.2021;;;;;18;18;10
08.06.2021;;;;;20;26;17
09.06.2021;;;;;22;25;32
10.06.2021;;;;;26;20;17
11.06.2021;;;;;22;19;26
12.06.2021;;;;;21;21;10
13.06.2021;;;;;22;19;18
14.06.2021;;;;;18;14;25
15.06.2021;;;;;18;21;28
16.06.2021;;;;;23;13;18
17.06.2021;;;;;17;14;24
18.06.2021;;;;;17;17;20
19.06.2021;;;;;12;15;10
20.06.2021;;;;;18;19;21
21.06.2021;;;;;16;28;17
22.06.2021;;;;;19;15;29
23.06.2021;;;;;19;26;11
24.06.2021;;;;;15;29;16
25.06.2021;;;;;11;15;19
26.06.2021;;;;;13;19;19
27.06.2021;;;;;22;17;25
28.06.2021;;;;;19;20;25
29.06.2021;;;;;19;20;19
30.06.2021;;;;;24;18;0
01.07.2021;;;;;16;22;0
02.07.2021;;;;;17;21;0
03.07.2021;;;;;13;21;0
04.07.2021;;;;;32;18;0
05.07.2021;;;;;20;31;0
06.07.2021;;;;;9;18;0
07.07.2021;;;;;15;25;0
08.07.2021;;;;;21;28;0
09.07.2021;;;;;22;15;0
10.07.2021;;;;;17;25;0
11.07.2021;;;;;17;17;0
12.07.2021;;;;;21;16;0
13.07.2021;;;;;14;27;0
14.07.2021;;;;;24;21;0
15.07.2021;;;;;10;25;0
16.07.2021;;;;;15;19;0
17.07.2021;;;;;13;11;0
18.07.2021;;;;;15;22;0
19.07.2021;;;;;14;16;0
20.07.2021;;;;;14;19;0
21.07.2021;;;;;19;15;0
22.07.2021;;;;;25;20;0
23.07.2021;;;;;22;12;0
24.07.2021;;;;;19;11;0
25.07.2021;;;;;21;20;0
26.07.2021;;;;;12;19;0
27.07.2021;;;;;22;19;0
28.07.2021;;;;;14;21;0
