date;2015;2016;2017;2018;2019;2020;2021
09.09.2020;;;;17;27;31;
10.09.2020;;;;16;22;27;
11.09.2020;;;;21;22;20;
12.09.2020;;;;31;18;16;
13.09.2020;;;;30;19;27;
14.09.2020;;;;21;16;16;
15.09.2020;;;;23;18;15;
16.09.2020;;;;19;30;28;
17.09.2020;;;;21;24;30;
18.09.2020;;;;21;20;25;
19.09.2020;;;;32;22;19;
20.09.2020;;;;23;24;22;
21.09.2020;;;;16;16;20;
22.09.2020;;;;23;33;15;
23.09.2020;;;;22;24;33;
24.09.2020;;;;24;30;25;
25.09.2020;;;;32;24;17;
26.09.2020;;;;29;18;23;
27.09.2020;;;;18;18;22;
28.09.2020;;;;24;29;26;
29.09.2020;;;;23;36;22;
30.09.2020;;;;19;31;26;
01.10.2020;;;;21;29;24;
02.10.2020;;;;22;23;31;
03.10.2020;;;;25;28;21;
04.10.2020;;;;27;25;32;
05.10.2020;;;;26;27;25;
06.10.2020;;;;24;22;27;
07.10.2020;;;;36;25;32;
08.10.2020;;;;31;35;28;
09.10.2020;;;;21;20;19;
10.10.2020;;;;23;18;24;
11.10.2020;;;;31;18;32;
12.10.2020;;;;17;23;21;
13.10.2020;;;;23;26;31;
14.10.2020;;;;19;28;18;
15.10.2020;;;;23;27;21;
16.10.2020;;;;19;20;28;
17.10.2020;;;;27;23;30;
18.10.2020;;;;26;23;27;
19.10.2020;;;;36;22;25;
20.10.2020;;;;21;24;23;
21.10.2020;;;;13;22;17;
22.10.2020;;;;26;21;23;
23.10.2020;;;;33;26;29;
24.10.2020;;;;22;23;25;
25.10.2020;;;;24;31;36;
26.10.2020;;;;30;12;30;
27.10.2020;;;;19;16;24;
28.10.2020;;;;30;24;25;
29.10.2020;;;;24;37;33;
30.10.2020;;;;17;23;33;
31.10.2020;;;;29;29;32;
01.11.2020;;;;26;20;30;
02.11.2020;;;;27;26;40;
03.11.2020;;;;20;29;24;
04.11.2020;;;;20;18;44;
05.11.2020;;;;21;32;41;
06.11.2020;;;;28;18;38;
07.11.2020;;;;16;24;42;
08.11.2020;;;;27;27;36;
09.11.2020;;;;22;27;38;
10.11.2020;;;;24;25;29;
11.11.2020;;;;21;34;44;
12.11.2020;;;;34;31;54;
13.11.2020;;;;26;25;43;
14.11.2020;;;;28;26;40;
15.11.2020;;;;27;27;51;
16.11.2020;;;;24;25;40;
17.11.2020;;;;24;25;48;
18.11.2020;;;;21;25;42;
19.11.2020;;;;26;30;41;
20.11.2020;;;;20;27;54;
21.11.2020;;;;21;30;62;
22.11.2020;;;;19;17;43;
23.11.2020;;;;31;15;52;
24.11.2020;;;;26;25;51;
25.11.2020;;;;27;22;58;
26.11.2020;;;;20;27;50;
27.11.2020;;;;21;27;81;
28.11.2020;;;;29;28;61;
29.11.2020;;;;28;22;57;
30.11.2020;;;;33;32;56;
01.12.2020;;;;21;20;46;
02.12.2020;;;;27;25;59;
03.12.2020;;;;19;22;63;
04.12.2020;;;;29;30;56;
05.12.2020;;;;25;22;67;
06.12.2020;;;;18;27;47;
07.12.2020;;;;22;33;64;
08.12.2020;;;;27;33;53;
09.12.2020;;;;25;31;60;
10.12.2020;;;;20;18;59;
11.12.2020;;;;32;31;55;
12.12.2020;;;;30;29;46;
